var0,var1,var2,var3,var4,var5,var6,var7,var8,Class
5909,2.8016,8.0231,0.33334,0.33341,0.33306,0.33324,0.66702,0.33329,5
5910,3.5054,7.3479,0.33326,0.3339,0.33348,0.33399,0.66793,0.33345,5
5911,3.2468,7.5115,0.33324,0.33354,0.33369,0.33304,0.66724,0.33333,5
5912,3.4723,7.5409,0.33339,0.33383,0.33393,0.33384,0.66725,0.33384,5
5913,2.8417,7.5305,0.33375,0.33328,0.33319,0.33328,0.6677,0.33386,5
5914,3.1928,7.1488,0.33363,0.33349,0.33322,0.33326,0.66781,0.33358,5
5915,3.0094,7.6382,0.33396,0.33358,0.33375,0.33343,0.66743,0.33389,5
5916,3.6462,7.2282,0.33374,0.33328,0.33394,0.33321,0.66724,0.33302,5
5917,2.7739,7.7877,0.33315,0.33327,0.33306,0.33314,0.66706,0.33326,5
5918,2.7387,7.7482,0.33392,0.3337,0.3337,0.33395,0.66736,0.33381,5
5919,3.4105,7.9354,0.33341,0.33315,0.33307,0.33316,0.66794,0.33346,5
5920,3.3027,7.4619,0.33368,0.33363,0.33383,0.33369,0.6674,0.33328,5
5921,3.317,7.2017,0.33328,0.33361,0.33304,0.33329,0.66796,0.33303,5
5922,3.369,7.3593,0.33313,0.33392,0.33302,0.3339,0.66721,0.33333,5
5923,3.2908,7.3808,0.33393,0.3335,0.33312,0.33366,0.66704,0.33341,5
5924,2.9586,7.2474,0.3336,0.33347,0.33362,0.33342,0.66705,0.33364,5
5925,3.602,7.8316,0.33377,0.33323,0.3338,0.33383,0.66748,0.33399,5
5926,3.7996,7.0396,0.33348,0.33395,0.33322,0.33394,0.66737,0.33371,5
5927,3.1576,7.1165,0.33342,0.33346,0.33313,0.33396,0.66772,0.33344,5
5928,3.3795,7.3805,0.33366,0.33315,0.33345,0.3334,0.66733,0.33398,5
5929,3.8785,7.7084,0.33379,0.33354,0.33316,0.33309,0.66713,0.33319,5
5930,3.8509,7.5322,0.33323,0.33399,0.333,0.33383,0.6677,0.33319,5
5931,3.2949,7.1915,0.33392,0.33321,0.3334,0.33319,0.6679,0.33364,5
5932,3.4503,7.1501,0.33321,0.33396,0.33363,0.33344,0.66716,0.33395,5
5933,3.4365,7.1468,0.33316,0.33323,0.33399,0.33371,0.66702,0.33314,5
5934,3.6326,7.2768,0.33382,0.33313,0.33378,0.33325,0.66767,0.33338,5
5935,3.0937,7.096,0.33386,0.33345,0.33317,0.3333,0.66793,0.33311,5
5936,3.6717,7.4832,0.33384,0.33365,0.33397,0.33364,0.66767,0.33347,5
5937,3.29,7.4086,0.33367,0.33305,0.33361,0.33352,0.66755,0.33347,5
5938,3.69,7.271,0.33385,0.33394,0.33342,0.33339,0.6672,0.3339,5
5939,3.2234,7.4233,0.33353,0.33357,0.33378,0.33339,0.66721,0.33314,5
5940,3.7039,7.6041,0.33393,0.33378,0.33346,0.3333,0.66718,0.33337,5
5941,3.8954,7.6436,0.33377,0.33338,0.33381,0.33308,0.66736,0.33373,5
5942,3.2083,7.546,0.33378,0.33314,0.33395,0.33342,0.66729,0.33371,5
5943,3.8532,7.4407,0.33351,0.33323,0.3335,0.33362,0.66782,0.3336,5
5944,3.4197,7.0429,0.3331,0.33302,0.33365,0.33322,0.66709,0.33326,5
5945,3.7112,7.2524,0.33379,0.3336,0.33389,0.33346,0.66713,0.33306,5
5946,4.1916,7.381,0.33337,0.33347,0.33321,0.33372,0.66726,0.33302,5
5947,3.2449,7.1836,0.33377,0.33379,0.33398,0.33387,0.66702,0.33347,5
5948,3.5043,7.4288,0.33343,0.33309,0.33339,0.33303,0.66729,0.33368,5
5949,3.4237,6.6776,0.33396,0.33325,0.33347,0.33337,0.66789,0.33354,5
5950,3.4292,7.1894,0.33344,0.33318,0.33327,0.33314,0.66716,0.33364,5
5951,3.7491,6.6573,0.33321,0.33317,0.33373,0.33336,0.66757,0.33395,5
5952,4.077,7.2376,0.33352,0.33314,0.33345,0.33346,0.66744,0.33372,5
5953,4.1368,7.3926,0.33395,0.33369,0.33395,0.33361,0.66773,0.33315,5
5954,3.3254,7.1966,0.33387,0.33337,0.33363,0.33379,0.66741,0.33396,5
5955,3.4503,6.7334,0.33345,0.33372,0.33385,0.33337,0.66787,0.33326,5
5956,4.1433,6.5548,0.3338,0.33301,0.33368,0.33359,0.6671,0.33343,5
5957,4.3003,7.1312,0.3334,0.33339,0.33385,0.3332,0.66728,0.33306,5
5958,3.4993,6.8124,0.33351,0.33381,0.33365,0.33322,0.66777,0.3337,5
5959,3.6045,6.7598,0.33364,0.33324,0.33318,0.33333,0.66758,0.33329,5
5960,3.4912,7.1987,0.33322,0.33333,0.33398,0.3332,0.6679,0.3331,5
5961,4.3451,6.878,0.33355,0.33323,0.33397,0.3332,0.66726,0.33324,5
5962,4.2889,7.0823,0.33388,0.3339,0.33376,0.3336,0.66786,0.33351,5
5963,4.3026,7.2276,0.33324,0.33332,0.33324,0.33309,0.66742,0.33396,5
5964,3.5997,7.1015,0.33317,0.33393,0.33393,0.33378,0.66771,0.33353,5
5965,4.0433,7.0915,0.33382,0.3339,0.33363,0.33313,0.66745,0.33342,5
5966,4.526,7.1115,0.33303,0.33343,0.33369,0.33319,0.66772,0.33358,5
5967,4.1475,6.7122,0.33398,0.33393,0.33386,0.33373,0.66793,0.33376,5
5968,4.4364,7.0704,0.33349,0.33378,0.33335,0.33397,0.66788,0.33397,5
5969,4.3068,6.7551,0.33366,0.33399,0.33325,0.33302,0.66752,0.33384,5
5970,4.1521,7.0419,0.33315,0.33332,0.33308,0.33352,0.66768,0.33399,5
5971,3.7361,6.9253,0.33398,0.33337,0.33342,0.33333,0.66744,0.33366,5
5972,4.2509,7.1389,0.33324,0.33386,0.33398,0.33394,0.66736,0.33391,5
5973,3.718,7.089,0.33304,0.33396,0.33325,0.33364,0.66785,0.33388,5
5974,3.6964,6.5507,0.33307,0.33303,0.3331,0.33389,0.66762,0.33333,5
5975,4.338,6.3145,0.33304,0.33371,0.33351,0.33342,0.66748,0.33304,5
5976,3.751,6.4383,0.33399,0.33337,0.33399,0.33311,0.66757,0.33321,5
5977,3.9123,6.4315,0.33374,0.33378,0.33331,0.33328,0.66793,0.33379,5
5978,4.444,7.2158,0.33343,0.33338,0.33312,0.33308,0.6672,0.33328,5
5979,4.2763,6.8661,0.33395,0.33318,0.33364,0.33371,0.66742,0.33365,5
5980,4.0841,6.6317,0.33346,0.33345,0.33381,0.33386,0.66711,0.33321,5
5981,4.1563,6.4382,0.33393,0.3331,0.33347,0.33363,0.66715,0.33367,5
5982,3.9477,6.7676,0.33393,0.3331,0.3334,0.33356,0.66786,0.33384,5
5983,4.1811,7.1367,0.33339,0.33355,0.33307,0.33383,0.66736,0.33327,5
5984,4.5623,7.1224,0.33304,0.33394,0.33376,0.3332,0.66745,0.33341,5
5985,4.4257,6.7333,0.33313,0.3338,0.33382,0.33344,0.6671,0.33358,5
5986,4.2295,7.0491,0.33358,0.33399,0.33301,0.33335,0.66725,0.33317,5
5987,4.3873,6.7782,0.33361,0.3331,0.33347,0.3335,0.66746,0.33325,5
5988,4.4095,6.7876,0.33375,0.33346,0.33398,0.33368,0.66731,0.33347,5
5989,4.1272,6.631,0.33308,0.33323,0.33318,0.33326,0.66731,0.33311,5
5990,3.962,6.9129,0.33355,0.33337,0.33341,0.33358,0.66735,0.33339,5
5991,4.3147,6.302,0.33302,0.33399,0.33392,0.33305,0.66765,0.3338,5
5992,4.1986,6.9736,0.3339,0.33325,0.33301,0.33319,0.66747,0.33317,5
5993,4.4166,6.7222,0.33338,0.3339,0.33334,0.33359,0.66769,0.3339,5
5994,4.7825,6.941,0.33376,0.33302,0.3333,0.33379,0.66784,0.3335,5
5995,4.144,6.8594,0.33339,0.33306,0.33337,0.33322,0.66794,0.33352,5
5996,4.944,6.173,0.33321,0.33325,0.33304,0.33366,0.66715,0.3339,5
5997,4.1386,6.3035,0.33385,0.33332,0.33346,0.33306,0.66751,0.33325,5
5998,5.0096,7.04,0.33306,0.33312,0.33375,0.33308,0.66701,0.3336,5
5999,4.1866,6.453,0.33313,0.33365,0.33389,0.33303,0.66706,0.33332,5
6000,4.9615,6.6722,0.33388,0.33381,0.33329,0.33323,0.66782,0.3334,5
6001,4.8124,6.7042,0.33376,0.33324,0.33308,0.33375,0.66777,0.33305,5
6002,5.0333,6.3113,0.33362,0.33302,0.33301,0.33357,0.66749,0.3335,5
6003,4.4766,6.2682,0.33318,0.33381,0.33335,0.334,0.66779,0.33311,5
6004,4.5299,6.4559,0.33307,0.33333,0.33376,0.33323,0.66794,0.33347,5
6005,4.3379,6.7182,0.33363,0.33334,0.33385,0.33396,0.66798,0.33378,5
6006,4.7352,6.4676,0.33351,0.3332,0.33392,0.3335,0.66772,0.33303,5
6007,4.7989,6.1929,0.33379,0.33335,0.33364,0.33335,0.66735,0.3338,5
6008,4.5133,6.4636,0.33341,0.33388,0.33323,0.33339,0.66776,0.333,5
6009,4.224,6.5539,0.33311,0.3337,0.33325,0.33316,0.66756,0.33335,5
6010,4.5074,6.3264,0.33365,0.33385,0.33393,0.3336,0.66706,0.33353,5
6011,4.4831,6.509,0.33358,0.3334,0.33367,0.33332,0.66782,0.33337,5
6012,5.1981,6.1654,0.33321,0.33392,0.33371,0.33397,0.66762,0.33343,5
6013,5.2462,6.6395,0.33391,0.33356,0.33377,0.33301,0.66754,0.33323,5
6014,4.3964,6.2884,0.33317,0.33372,0.33325,0.33388,0.66775,0.33383,5
6015,4.4318,6.6955,0.33382,0.33365,0.33397,0.33396,0.66701,0.33394,5
6016,4.4163,5.7985,0.33395,0.33361,0.33344,0.33308,0.66755,0.33371,5
6017,5.3129,6.438,0.33389,0.33303,0.33369,0.33365,0.66748,0.33376,5
6018,5.181,6.5726,0.33376,0.33365,0.33309,0.33331,0.66704,0.33372,5
6019,4.819,5.8036,0.33358,0.33362,0.33341,0.33388,0.66735,0.33381,5
6020,4.53,5.9961,0.3339,0.33316,0.33328,0.33368,0.66718,0.3339,5
6021,5.1188,6.3407,0.3337,0.33351,0.33394,0.33331,0.66701,0.33389,5
6022,4.7285,6.4913,0.33362,0.33389,0.33372,0.3338,0.66786,0.33301,5
6023,5.3686,6.349,0.33323,0.33366,0.33332,0.3336,0.66742,0.33314,5
6024,5.3378,5.827,0.33374,0.33364,0.33383,0.33394,0.66707,0.33321,5
6025,5.0303,5.8145,0.33374,0.33362,0.33313,0.33385,0.66714,0.33361,5
6026,5.0749,6.4308,0.33367,0.33337,0.33312,0.33376,0.66715,0.33392,5
6027,4.9809,6.6014,0.33372,0.33333,0.33367,0.33371,0.66729,0.33323,5
6028,4.8979,6.1567,0.33395,0.33324,0.33315,0.33315,0.66781,0.33372,5
6029,5.2541,6.5569,0.33357,0.33381,0.33356,0.33356,0.66772,0.33332,5
6030,4.9664,6.1836,0.33326,0.33332,0.33312,0.33372,0.66729,0.33377,5
6031,4.8841,5.8166,0.33397,0.33351,0.3333,0.33331,0.66762,0.33316,5
6032,4.605,6.0779,0.33316,0.33302,0.33376,0.33377,0.66735,0.33349,5
6033,5.2455,6.4023,0.33373,0.33368,0.33393,0.33352,0.66762,0.33312,5
6034,4.5965,5.6623,0.33363,0.33386,0.33376,0.334,0.66706,0.33384,5
6035,5.4495,6.3314,0.33346,0.33332,0.33387,0.33335,0.66774,0.33399,5
6036,4.7239,6.2359,0.3334,0.33381,0.33347,0.33359,0.66765,0.33373,5
6037,5.2998,6.4326,0.33317,0.33395,0.33397,0.33354,0.66725,0.33368,5
6038,5.1834,6.0042,0.33371,0.33313,0.33378,0.33306,0.66783,0.33399,5
6039,5.1618,5.5052,0.33303,0.33318,0.33386,0.33316,0.66783,0.33357,5
6040,5.3213,5.8515,0.33389,0.33369,0.33357,0.33339,0.66724,0.33333,5
6041,5.1239,6.3712,0.33324,0.33386,0.33344,0.33362,0.66783,0.33378,5
6042,4.7429,6.3067,0.33343,0.33397,0.33336,0.33355,0.66721,0.33313,5
6043,4.8493,5.8922,0.33374,0.33394,0.33319,0.33348,0.66755,0.33347,5
6044,5.6031,5.9141,0.33388,0.33349,0.33356,0.33382,0.66708,0.33364,5
6045,5.6122,6.2619,0.33356,0.33384,0.33393,0.33361,0.66779,0.33398,5
6046,4.8388,5.5287,0.3337,0.33366,0.33384,0.33387,0.66734,0.33303,5
6047,5.4744,6.0651,0.33384,0.33314,0.33375,0.33318,0.66733,0.33336,5
6048,5.3822,5.5597,0.33327,0.33326,0.33322,0.33343,0.66722,0.33391,5
6049,5.2629,5.3693,0.33375,0.33344,0.33307,0.33386,0.66795,0.33375,5
6050,5.2478,5.3033,0.33354,0.33389,0.33332,0.33343,0.66778,0.3336,5
6051,5.758,5.6337,0.33385,0.33356,0.33359,0.33386,0.66788,0.33373,5
6052,5.0669,6.2263,0.33342,0.33314,0.33337,0.33378,0.66711,0.3337,5
6053,5.1135,5.4121,0.33349,0.33376,0.33351,0.33342,0.66797,0.33395,5
6054,5.405,5.8432,0.33345,0.33385,0.33343,0.33386,0.66727,0.33364,5
6055,5.4495,5.2036,0.33311,0.3332,0.33356,0.33371,0.66786,0.33347,5
6056,5.5522,5.4959,0.33317,0.33372,0.33379,0.33397,0.6678,0.33332,5
6057,5.1343,5.9854,0.33306,0.33306,0.33389,0.33307,0.66794,0.33344,5
6058,5.5315,5.5961,0.33337,0.33315,0.33371,0.33384,0.6676,0.33363,5
6059,5.2481,5.7611,0.3332,0.33367,0.33351,0.33394,0.66732,0.33319,5
6060,5.3988,5.7871,0.33346,0.33315,0.33343,0.33305,0.66776,0.33335,5
6061,5.6595,5.3344,0.33327,0.33349,0.33311,0.33389,0.66739,0.33321,5
6062,5.7521,5.9071,0.33324,0.33318,0.33367,0.33397,0.667,0.33331,5
6063,5.5201,5.7087,0.33386,0.3332,0.33364,0.33359,0.66774,0.333,5
6064,5.5676,5.2185,0.33393,0.33307,0.33382,0.33371,0.66722,0.33331,5
6065,5.9189,5.3892,0.33325,0.33373,0.33368,0.33386,0.66712,0.33388,5
6066,5.18,5.9405,0.33375,0.33307,0.33392,0.33335,0.66779,0.33317,5
6067,5.7288,5.9199,0.3334,0.33344,0.33339,0.33363,0.6674,0.33317,5
6068,5.4545,5.8134,0.3333,0.33325,0.33352,0.33303,0.66728,0.33312,5
6069,5.1307,6.0186,0.33391,0.3333,0.33391,0.33336,0.66779,0.33381,5
6070,5.3463,5.1029,0.33351,0.33363,0.33387,0.33329,0.66756,0.33324,5
6071,5.1886,5.3919,0.33371,0.33352,0.33301,0.33303,0.66706,0.33309,5
6072,5.6896,5.2757,0.33395,0.33336,0.33332,0.3336,0.66771,0.33355,5
6073,5.4998,5.7809,0.33369,0.33385,0.33317,0.33365,0.66708,0.33311,5
6074,5.3306,5.7371,0.3331,0.33396,0.33354,0.33314,0.66734,0.333,5
6075,5.5669,5.2862,0.33399,0.33388,0.33347,0.33313,0.66787,0.33397,5
6076,5.7999,5.2216,0.33343,0.33398,0.33302,0.3332,0.66727,0.33338,5
6077,5.9885,5.3453,0.33382,0.33382,0.33308,0.33386,0.66707,0.3335,5
6078,5.4699,5.57,0.3334,0.33354,0.33346,0.33367,0.6672,0.33382,5
6079,5.5053,5.8084,0.33387,0.33314,0.33326,0.33343,0.66747,0.33315,5
6080,5.3964,5.3001,0.33306,0.33364,0.33347,0.33356,0.6671,0.33359,5
6081,5.8226,5.1013,0.33396,0.333,0.33343,0.33355,0.667,0.33328,5
6082,5.69,5.7229,0.33372,0.33383,0.33312,0.33357,0.66739,0.33308,5
6083,5.8312,5.3515,0.33307,0.33384,0.33348,0.334,0.66715,0.33363,5
6084,5.7059,5.3487,0.3331,0.33336,0.33373,0.33317,0.66741,0.33351,5
6085,5.6876,5.3565,0.33369,0.33377,0.33321,0.3339,0.66702,0.33301,5
6086,6.171,4.7507,0.33367,0.33345,0.33383,0.33353,0.66726,0.33346,5
6087,5.3646,5.0438,0.33381,0.33306,0.33345,0.33364,0.66706,0.33345,5
6088,6.015,4.7336,0.33379,0.33398,0.33389,0.33388,0.6678,0.33303,5
6089,6.1959,5.3861,0.33375,0.33387,0.3331,0.33303,0.66745,0.33351,5
6090,5.7519,5.0367,0.33312,0.33309,0.33366,0.3331,0.66745,0.33353,5
6091,6.1988,5.4432,0.33344,0.33359,0.33381,0.33338,0.66771,0.3336,5
6092,5.3849,4.935,0.33399,0.33323,0.33326,0.33325,0.66725,0.33344,5
6093,5.5793,4.9187,0.33352,0.33375,0.33388,0.33365,0.66749,0.3333,5
6094,6.2415,5.0089,0.33331,0.33334,0.33307,0.33356,0.66774,0.33357,5
6095,6.2895,5.529,0.33325,0.33351,0.33361,0.33316,0.66796,0.33384,5
6096,5.4208,5.2043,0.33304,0.33317,0.33382,0.33332,0.66738,0.33349,5
6097,5.5682,4.89,0.33323,0.33363,0.33321,0.33312,0.66737,0.33344,5
6098,6.132,4.6735,0.33337,0.3336,0.33345,0.33309,0.66779,0.33305,5
6099,6.3101,4.6311,0.33335,0.3339,0.33325,0.33362,0.66703,0.33334,5
6100,6.3603,4.6372,0.33355,0.33303,0.33353,0.33309,0.66763,0.33318,5
6101,6.0432,4.5264,0.33395,0.33304,0.33329,0.33352,0.66766,0.33304,5
6102,6.3443,4.9379,0.33365,0.33357,0.33381,0.33366,0.66739,0.33356,5
6103,5.9272,5.1667,0.33305,0.33332,0.33304,0.33346,0.66796,0.33375,5
6104,6.3584,5.0149,0.33387,0.33364,0.33372,0.33349,0.66759,0.33374,5
6105,5.6394,4.7905,0.33303,0.33385,0.33356,0.3334,0.66753,0.33378,5
6106,5.5463,4.8783,0.33335,0.33356,0.33363,0.33366,0.66741,0.3339,5
6107,5.4926,4.4549,0.33383,0.33378,0.33319,0.33318,0.66791,0.33327,5
6108,5.8115,5.0028,0.33339,0.33339,0.33373,0.33338,0.66755,0.33379,5
6109,6.0493,4.384,0.33338,0.33358,0.33377,0.33399,0.66725,0.33396,5
6110,6.1974,4.4627,0.33374,0.33384,0.33322,0.33399,0.66753,0.33358,5
6111,6.3027,4.7567,0.33355,0.3336,0.33394,0.33337,0.66796,0.33365,5
6112,6.1082,4.4524,0.33325,0.33367,0.33361,0.33393,0.66762,0.3336,5
6113,5.7254,5.2833,0.33315,0.33315,0.33337,0.33328,0.66749,0.33301,5
6114,6.4515,4.8829,0.33378,0.33377,0.33348,0.33358,0.66796,0.33339,5
6115,6.3946,4.5778,0.33306,0.33381,0.33316,0.33302,0.66711,0.33347,5
6116,5.7009,5.0615,0.33392,0.33326,0.33396,0.33361,0.66739,0.33342,5
6117,6.0973,4.7037,0.33307,0.33318,0.33365,0.33345,0.66788,0.33306,5
6118,6.489,4.946,0.3332,0.33314,0.33373,0.33364,0.66772,0.33367,5
6119,6.1786,4.4263,0.33398,0.33363,0.33332,0.3338,0.66711,0.33362,5
6120,6.1281,5.0637,0.33344,0.3336,0.33345,0.33393,0.66715,0.33361,5
6121,6.4162,4.9555,0.33379,0.33361,0.33399,0.3336,0.66725,0.33329,5
6122,6.1882,4.2125,0.33388,0.33373,0.33364,0.33371,0.66714,0.33304,5
6123,6.3007,4.4952,0.3339,0.33372,0.33397,0.3336,0.66781,0.33323,5
6124,6.0297,4.5385,0.33309,0.33372,0.33325,0.33385,0.66756,0.33374,5
6125,6.4364,4.3491,0.33372,0.3338,0.33378,0.33313,0.66768,0.33364,5
6126,6.4499,4.4275,0.33352,0.33359,0.33333,0.33375,0.66794,0.33386,5
6127,5.8735,4.1338,0.33376,0.33378,0.33317,0.33393,0.6678,0.3338,5
6128,6.3821,4.986,0.33378,0.33385,0.33394,0.33398,0.66753,0.33333,5
6129,6.1654,4.5029,0.33383,0.33396,0.3338,0.33382,0.66763,0.33371,5
6130,6.4132,4.7423,0.3335,0.33361,0.33325,0.33374,0.66747,0.33395,5
6131,5.6638,3.9724,0.33303,0.33369,0.33383,0.33356,0.66729,0.33365,5
6132,5.9435,4.2094,0.33378,0.33388,0.33388,0.33371,0.6672,0.33388,5
6133,6.204,4.0453,0.33337,0.33363,0.33368,0.33397,0.66765,0.33368,5
6134,5.9315,4.9484,0.3336,0.33352,0.3336,0.33355,0.66726,0.33314,5
6135,6.3035,4.1168,0.33344,0.33353,0.3338,0.33396,0.66759,0.33389,5
6136,6.2681,4.618,0.33301,0.33382,0.33327,0.33364,0.66718,0.33385,5
6137,5.849,4.6696,0.33376,0.33351,0.33372,0.33328,0.66739,0.33389,5
6138,6.2512,4.7627,0.33389,0.33302,0.33341,0.33389,0.66731,0.33322,5
6139,6.3121,4.8111,0.33349,0.33326,0.33325,0.33379,0.66716,0.3333,5
6140,6.5662,4.4284,0.33389,0.33366,0.33374,0.33389,0.66713,0.33305,5
6141,6.0279,4.5364,0.33379,0.3333,0.33377,0.33363,0.66715,0.33334,5
6142,6.3474,4.2775,0.33388,0.33338,0.33316,0.33331,0.66768,0.33343,5
6143,6.7065,4.3976,0.33373,0.33349,0.3335,0.33398,0.66774,0.33314,5
6144,6.0175,4.6039,0.33396,0.33397,0.33312,0.33324,0.66703,0.33386,5
6145,6.341,3.9627,0.33363,0.33396,0.33321,0.3339,0.66702,0.33338,5
6146,6.0777,4.2107,0.33303,0.33374,0.33321,0.33363,0.6678,0.33303,5
6147,6.3833,4.521,0.33377,0.33354,0.33346,0.33346,0.66788,0.33376,5
6148,6.3709,4.4736,0.33336,0.33358,0.33339,0.33377,0.66768,0.3335,5
6149,6.2671,4.4338,0.33323,0.33348,0.33318,0.33393,0.66785,0.33393,5
6150,6.3811,3.9784,0.33371,0.33355,0.33311,0.33317,0.66708,0.33317,5
6151,6.4712,3.9493,0.33362,0.33303,0.33381,0.33397,0.66742,0.33315,5
6152,6.4388,4.4449,0.33371,0.3339,0.33354,0.3333,0.66772,0.33382,5
6153,6.4748,4.3171,0.33381,0.33346,0.33327,0.33333,0.66765,0.33321,5
6154,6.6281,3.8357,0.33323,0.33315,0.33318,0.33365,0.66783,0.33384,5
6155,6.8178,4.0886,0.3333,0.33395,0.33396,0.33315,0.66794,0.33367,5
6156,6.0577,3.5324,0.3333,0.3334,0.33378,0.33369,0.66771,0.33326,5
6157,6.8238,4.3904,0.33304,0.33372,0.33396,0.33395,0.66721,0.33392,5
6158,6.7222,4.132,0.33329,0.33382,0.3332,0.33393,0.66738,0.33379,5
6159,6.1152,3.7873,0.33354,0.33356,0.33309,0.33334,0.66752,0.33367,5
6160,6.8427,4.0022,0.3337,0.33398,0.33389,0.33389,0.66722,0.33329,5
6161,6.34,3.6447,0.33386,0.33317,0.33343,0.33361,0.66789,0.33365,5
6162,6.292,4.1258,0.33336,0.33374,0.33386,0.33305,0.66765,0.33355,5
6163,6.582,4.292,0.33308,0.33334,0.3337,0.33322,0.66739,0.33345,5
6164,6.6468,3.4489,0.33328,0.33342,0.33382,0.33324,0.66756,0.33333,5
6165,6.6356,3.3983,0.33338,0.33348,0.33372,0.33354,0.66709,0.33395,5
6166,6.0042,4.0596,0.33302,0.33382,0.33339,0.33316,0.66738,0.33391,5
6167,6.0532,3.3615,0.33392,0.33368,0.33315,0.33332,0.66756,0.33331,5
6168,6.5337,3.7316,0.33307,0.33379,0.33328,0.33371,0.6671,0.33365,5
6169,6.1909,3.8293,0.3338,0.33346,0.33364,0.334,0.66722,0.3339,5
6170,6.8155,4.2328,0.33365,0.33378,0.33335,0.3337,0.66771,0.33308,5
6171,6.942,4.0173,0.33358,0.33305,0.33394,0.33366,0.66735,0.33392,5
6172,6.2211,4.2119,0.33312,0.33339,0.33393,0.33315,0.66767,0.33309,5
6173,6.0595,3.9551,0.33384,0.33319,0.33303,0.33377,0.66763,0.33318,5
6174,6.5312,4.0517,0.33394,0.3334,0.33318,0.33316,0.66704,0.33345,5
6175,6.4823,3.4905,0.33332,0.33336,0.33391,0.33388,0.66788,0.33332,5
6176,6.8047,3.6966,0.33316,0.33399,0.33375,0.33328,0.66753,0.33331,5
6177,6.3284,3.7035,0.33306,0.33392,0.3331,0.33324,0.66752,0.33365,5
6178,6.2365,3.9115,0.33347,0.33339,0.33319,0.33367,0.66712,0.33348,5
6179,6.768,3.5842,0.33395,0.3332,0.33371,0.3339,0.66772,0.33372,5
6180,6.9482,3.5176,0.33331,0.33373,0.33335,0.33373,0.66722,0.33332,5
6181,6.6656,3.5486,0.33337,0.33358,0.33367,0.33385,0.66706,0.33332,5
6182,6.1695,3.1474,0.33313,0.33357,0.3336,0.33387,0.66734,0.33359,5
6183,6.5756,3.6185,0.33336,0.33378,0.33342,0.33303,0.66739,0.33339,5
6184,6.666,3.5904,0.33317,0.33388,0.33357,0.33347,0.66766,0.3334,5
6185,6.5007,3.4696,0.33305,0.33379,0.33333,0.33362,0.66757,0.33361,5
6186,6.6951,3.6248,0.33385,0.33305,0.33312,0.33391,0.66756,0.33335,5
6187,6.2722,3.218,0.33381,0.33399,0.33385,0.33363,0.66701,0.33387,5
6188,6.4914,3.7739,0.33335,0.33314,0.33317,0.33311,0.66772,0.33334,5
6189,6.479,3.7167,0.33393,0.33378,0.33386,0.33343,0.6671,0.33307,5
6190,6.8373,3.3325,0.33309,0.33386,0.33384,0.33337,0.66797,0.33376,5
6191,6.9062,3.6226,0.33301,0.3332,0.33303,0.33349,0.66798,0.33353,5
6192,6.2999,2.9669,0.33389,0.33361,0.33346,0.33368,0.66777,0.33308,5
6193,6.3524,3.7523,0.33305,0.33329,0.3339,0.3333,0.66712,0.33369,5
6194,6.8602,3.8009,0.33398,0.33349,0.33397,0.33369,0.66778,0.33383,5
6195,6.4711,3.4927,0.33365,0.33348,0.3335,0.33391,0.66796,0.33343,5
6196,6.4331,3.7394,0.33373,0.33314,0.33334,0.33388,0.6679,0.33319,5
6197,7.0082,3.4538,0.33379,0.3336,0.33308,0.33387,0.66718,0.33349,5
6198,6.4815,3.3625,0.33394,0.33384,0.33357,0.3333,0.66715,0.33342,5
6199,6.3761,3.2853,0.33384,0.33316,0.33332,0.33306,0.66724,0.33358,5
6200,6.3459,3.1891,0.33329,0.33381,0.33376,0.3336,0.66785,0.33354,5
6201,6.9284,3.314,0.33319,0.33349,0.33321,0.33398,0.66773,0.33352,5
6202,6.377,3.2223,0.33329,0.33395,0.33346,0.33373,0.66716,0.33347,5
6203,6.9348,3.4702,0.33394,0.33359,0.33376,0.33335,0.66714,0.3337,5
6204,6.6095,3.2375,0.33379,0.33318,0.33327,0.3331,0.66741,0.33391,5
6205,6.8669,3.5919,0.33342,0.33359,0.33361,0.33327,0.66746,0.33369,5
6206,6.3637,2.8983,0.33318,0.3338,0.33331,0.3334,0.66716,0.33366,5
6207,6.1714,3.0498,0.33303,0.33317,0.33333,0.33351,0.66759,0.33306,5
6208,6.4928,2.8975,0.33393,0.33336,0.33318,0.33331,0.66718,0.33364,5
6209,6.6966,2.8102,0.33355,0.33393,0.33334,0.33383,0.66747,0.33333,5
6210,6.7443,3.22,0.33388,0.333,0.33345,0.3335,0.66715,0.33394,5
6211,6.3391,2.8946,0.33396,0.33355,0.33336,0.33336,0.66777,0.33359,5
6212,6.4324,2.6519,0.33353,0.33324,0.33314,0.33351,0.66736,0.33304,5
6213,6.6157,3.1997,0.3331,0.33389,0.33344,0.33312,0.66715,0.33372,5
6214,6.3874,3.4537,0.33308,0.33395,0.33353,0.33354,0.66721,0.33361,5
6215,6.3503,3.2615,0.33315,0.33357,0.33385,0.3339,0.66757,0.33382,5
6216,6.8689,3.342,0.33304,0.33309,0.33365,0.33318,0.66766,0.33381,5
6217,6.3996,2.9458,0.33325,0.33321,0.33306,0.33365,0.6673,0.33312,5
6218,6.216,2.5536,0.33322,0.33373,0.33313,0.33382,0.66761,0.33345,5
6219,6.6198,2.9387,0.33396,0.33354,0.33339,0.33357,0.66782,0.33399,5
6220,6.6941,3.3175,0.33348,0.33329,0.33389,0.33305,0.66764,0.33338,5
